study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	read_count	base_count	fastq_ftp	submitted_bytes	submitted_ftp	sra_ftp	bam_ftp
PRJEB36435	SAMEA6509623	ERX3866628	ERR3854550	408170	human gut metagenome	69118	16943728	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3854550/ERR3854550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3854550/ERR3854550_2.fastq.gz	2641126;1220961	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854550/NICU_252_08_ITS1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854550/NICU_252_08_ITS1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/000/ERR3854550	
PRJEB36435	SAMEA6509626	ERX3866631	ERR3854553	408170	human gut metagenome	28677	5598292	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3854553/ERR3854553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3854553/ERR3854553_2.fastq.gz	953416;474355	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854553/NICU_256_11_ITS1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854553/NICU_256_11_ITS1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/003/ERR3854553	
PRJEB36435	SAMEA6509630	ERX3866635	ERR3854557	408170	human gut metagenome	10167	948476	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/007/ERR3854557/ERR3854557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/007/ERR3854557/ERR3854557_2.fastq.gz	223799;189095	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854557/NICU_258_04_ITS1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854557/NICU_258_04_ITS1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/007/ERR3854557	
PRJEB36435	SAMEA6509634	ERX3866639	ERR3854561	408170	human gut metagenome	24236	4350986	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3854561/ERR3854561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3854561/ERR3854561_2.fastq.gz	746449;400025	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854561/NICU_259_04_ITS1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854561/NICU_259_04_ITS1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/001/ERR3854561	
PRJEB36435	SAMEA6509638	ERX3866643	ERR3854565	408170	human gut metagenome	211293	63360602	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3854565/ERR3854565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3854565/ERR3854565_2.fastq.gz	8860961;3649659	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854565/NICU_260_13_ITS1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854565/NICU_260_13_ITS1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/005/ERR3854565	
PRJEB36435	SAMEA6509639	ERX3866644	ERR3854566	408170	human gut metagenome	221509	65431346	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3854566/ERR3854566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3854566/ERR3854566_2.fastq.gz	9101469;3714628	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854566/NICU_260_28_ITS1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854566/NICU_260_28_ITS1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/006/ERR3854566	
PRJEB36435	SAMEA6509642	ERX3866647	ERR3854569	408170	human gut metagenome	24224	2501464	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/009/ERR3854569/ERR3854569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/009/ERR3854569/ERR3854569_2.fastq.gz	553364;447078	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854569/NICU_267_14_ITS1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854569/NICU_267_14_ITS1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/009/ERR3854569	
PRJEB36435	SAMEA6509643	ERX3866648	ERR3854570	408170	human gut metagenome	8406	867212	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3854570/ERR3854570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3854570/ERR3854570_2.fastq.gz	189879;153627	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854570/NICU_267_28_ITS1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854570/NICU_267_28_ITS1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/000/ERR3854570	
PRJEB36435	SAMEA6509649	ERX3866654	ERR3854576	408170	human gut metagenome	15730	1584877	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3854576/ERR3854576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3854576/ERR3854576_2.fastq.gz	292875;286095	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854576/NICU_276_14_ITS1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854576/NICU_276_14_ITS1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/006/ERR3854576	
PRJEB36435	SAMEA6509656	ERX3866661	ERR3854583	408170	human gut metagenome	15190	1962693	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3854583/ERR3854583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3854583/ERR3854583_2.fastq.gz	408090;307869	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854583/NICU_280_16_ITS1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854583/NICU_280_16_ITS1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/003/ERR3854583	
PRJEB36435	SAMEA6509197	ERX3866202	ERR3854124	408170	human gut metagenome	26083	6223132	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3854124/ERR3854124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3854124/ERR3854124_2.fastq.gz	1033046;573200	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854124/NICU_410_08_arch16S_arch16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854124/NICU_410_08_arch16S_arch16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/004/ERR3854124	
PRJEB36435	SAMEA6509659	ERX3866664	ERR3854586	408170	human gut metagenome	43941	5451410	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3854586/ERR3854586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3854586/ERR3854586_2.fastq.gz	1170891;819562	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854586/NICU_280_42_ITS1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854586/NICU_280_42_ITS1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/006/ERR3854586	
PRJEB36435	SAMEA6510155	ERX3867159	ERR3855081	408170	human gut metagenome	16003	9601800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3855081/ERR3855081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3855081/ERR3855081_2.fastq.gz	1341256;2011969	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855081/NICU_320_08_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855081/NICU_320_08_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/001/ERR3855081	
PRJEB36435	SAMEA6509199	ERX3866204	ERR3854126	408170	human gut metagenome	23842	7087614	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3854126/ERR3854126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3854126/ERR3854126_2.fastq.gz	1224688;558065	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854126/NICU_410_21_arch16S_arch16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854126/NICU_410_21_arch16S_arch16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/006/ERR3854126	
PRJEB36435	SAMEA6509661	ERX3866666	ERR3854588	408170	human gut metagenome	46677	11284056	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3854588/ERR3854588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3854588/ERR3854588_2.fastq.gz	1780689;853376	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854588/NICU_281_14_ITS1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854588/NICU_281_14_ITS1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/008/ERR3854588	
PRJEB36435	SAMEA6510157	ERX3867161	ERR3855083	408170	human gut metagenome	20416	12249600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3855083/ERR3855083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3855083/ERR3855083_2.fastq.gz	1628810;2471134	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855083/NICU_320_14_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855083/NICU_320_14_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/003/ERR3855083	
PRJEB36435	SAMEA6509202	ERX3866207	ERR3854129	408170	human gut metagenome	18644	5574600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/009/ERR3854129/ERR3854129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/009/ERR3854129/ERR3854129_2.fastq.gz	918477;404043	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854129/NICU_017_00re_arch16S_arch16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854129/NICU_017_00re_arch16S_arch16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/009/ERR3854129	
PRJEB36435	SAMEA6509666	ERX3866671	ERR3854593	408170	human gut metagenome	100412	26057977	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3854593/ERR3854593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3854593/ERR3854593_2.fastq.gz	3921567;1755765	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854593/NICU_298_04_ITS1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854593/NICU_298_04_ITS1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/003/ERR3854593	
PRJEB36435	SAMEA6510158	ERX3867162	ERR3855084	408170	human gut metagenome	18360	11016000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3855084/ERR3855084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3855084/ERR3855084_2.fastq.gz	1541628;2202819	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855084/NICU_320_15_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855084/NICU_320_15_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/004/ERR3855084	
PRJEB36435	SAMEA6509204	ERX3866209	ERR3854131	408170	human gut metagenome	24442	7331830	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3854131/ERR3854131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3854131/ERR3854131_2.fastq.gz	1204125;534967	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854131/NICU_046_01re_arch16S_arch16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854131/NICU_046_01re_arch16S_arch16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/001/ERR3854131	
PRJEB36435	SAMEA6509675	ERX3866679	ERR3854601	408170	human gut metagenome	47516	11882694	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3854601/ERR3854601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3854601/ERR3854601_2.fastq.gz	2003088;822888	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854601/NICU_302_14_ITS1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854601/NICU_302_14_ITS1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/001/ERR3854601	
PRJEB36435	SAMEA6510159	ERX3867163	ERR3855085	408170	human gut metagenome	21826	13095600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3855085/ERR3855085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3855085/ERR3855085_2.fastq.gz	1732394;2573979	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855085/NICU_320_19_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855085/NICU_320_19_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/005/ERR3855085	
PRJEB36435	SAMEA6509682	ERX3866686	ERR3854608	408170	human gut metagenome	24688	2619380	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3854608/ERR3854608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3854608/ERR3854608_2.fastq.gz	625363;443062	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854608/NICU_307_10_ITS1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854608/NICU_307_10_ITS1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/008/ERR3854608	
PRJEB36435	SAMEA6509206	ERX3866211	ERR3854133	408170	human gut metagenome	21565	6438279	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3854133/ERR3854133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3854133/ERR3854133_2.fastq.gz	1093114;497523	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854133/NICU_052_05re_arch16S_arch16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854133/NICU_052_05re_arch16S_arch16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/003/ERR3854133	
PRJEB36435	SAMEA6510162	ERX3867166	ERR3855088	408170	human gut metagenome	23084	13850400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3855088/ERR3855088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3855088/ERR3855088_2.fastq.gz	1833916;2739317	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855088/NICU_320_33_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855088/NICU_320_33_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/008/ERR3855088	
PRJEB36435	SAMEA6509207	ERX3866212	ERR3854134	408170	human gut metagenome	24687	7337354	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3854134/ERR3854134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3854134/ERR3854134_2.fastq.gz	1236232;539169	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854134/NICU_067_02re_arch16S_arch16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854134/NICU_067_02re_arch16S_arch16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/004/ERR3854134	
PRJEB36435	SAMEA6509684	ERX3866688	ERR3854610	408170	human gut metagenome	23266	4972929	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3854610/ERR3854610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3854610/ERR3854610_2.fastq.gz	860455;404658	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854610/NICU_307_18_ITS1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854610/NICU_307_18_ITS1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/000/ERR3854610	
PRJEB36435	SAMEA6510163	ERX3867167	ERR3855089	408170	human gut metagenome	22440	13464000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/009/ERR3855089/ERR3855089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/009/ERR3855089/ERR3855089_2.fastq.gz	2016755;2796200	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855089/NICU_320_35_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855089/NICU_320_35_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/009/ERR3855089	
PRJEB36435	SAMEA6509209	ERX3866214	ERR3854136	408170	human gut metagenome	22827	6815937	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3854136/ERR3854136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3854136/ERR3854136_2.fastq.gz	1149270;510468	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854136/NICU_089_02re_arch16S_arch16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854136/NICU_089_02re_arch16S_arch16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/006/ERR3854136	
PRJEB36435	SAMEA6510164	ERX3867168	ERR3855090	408170	human gut metagenome	18507	11104200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3855090/ERR3855090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3855090/ERR3855090_2.fastq.gz	1554295;2203045	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855090/NICU_320_36_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855090/NICU_320_36_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/000/ERR3855090	
PRJEB36435	SAMEA6509686	ERX3866690	ERR3854612	408170	human gut metagenome	34186	8120782	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/002/ERR3854612/ERR3854612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/002/ERR3854612/ERR3854612_2.fastq.gz	1349012;608461	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854612/NICU_307_41_ITS1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854612/NICU_307_41_ITS1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/002/ERR3854612	
PRJEB36435	SAMEA6510169	ERX3867173	ERR3855095	408170	human gut metagenome	25090	15054000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3855095/ERR3855095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3855095/ERR3855095_2.fastq.gz	2114906;3151813	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855095/NICU_374_07_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855095/NICU_374_07_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/005/ERR3855095	
PRJEB36435	SAMEA6509210	ERX3866215	ERR3854137	408170	human gut metagenome	20861	6197383	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/007/ERR3854137/ERR3854137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/007/ERR3854137/ERR3854137_2.fastq.gz	1061221;464604	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854137/NICU_091_07re_arch16S_arch16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854137/NICU_091_07re_arch16S_arch16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/007/ERR3854137	
PRJEB36435	SAMEA6509689	ERX3866693	ERR3854615	408170	human gut metagenome	18669	1676332	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3854615/ERR3854615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3854615/ERR3854615_2.fastq.gz	326062;317301	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854615/NICU_311_27_ITS1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854615/NICU_311_27_ITS1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/005/ERR3854615	
PRJEB36435	SAMEA6510170	ERX3867174	ERR3855096	408170	human gut metagenome	21659	12995400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3855096/ERR3855096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3855096/ERR3855096_2.fastq.gz	1834883;2686912	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855096/NICU_374_09_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855096/NICU_374_09_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/006/ERR3855096	
PRJEB36435	SAMEA6509213	ERX3866218	ERR3854140	408170	human gut metagenome	22936	6858082	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3854140/ERR3854140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3854140/ERR3854140_2.fastq.gz	1096392;484971	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854140/NICU_127_11re_arch16S_arch16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854140/NICU_127_11re_arch16S_arch16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/000/ERR3854140	
PRJEB36435	SAMEA6509692	ERX3866696	ERR3854618	408170	human gut metagenome	29210	5924116	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3854618/ERR3854618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3854618/ERR3854618_2.fastq.gz	970771;472403	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854618/NICU_313_27_ITS1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854618/NICU_313_27_ITS1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/008/ERR3854618	
PRJEB36435	SAMEA6510174	ERX3867178	ERR3855100	408170	human gut metagenome	36873	22123800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3855100/ERR3855100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3855100/ERR3855100_2.fastq.gz	4191511;5372086	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855100/NICU_374_25_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855100/NICU_374_25_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/000/ERR3855100	
PRJEB36435	SAMEA6509216	ERX3866221	ERR3854143	408170	human gut metagenome	23253	6975635	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3854143/ERR3854143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3854143/ERR3854143_2.fastq.gz	1171971;513447	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854143/NICU_229_03re_arch16S_arch16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854143/NICU_229_03re_arch16S_arch16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/003/ERR3854143	
PRJEB36435	SAMEA6510179	ERX3867183	ERR3855105	408170	human gut metagenome	15848	9508800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3855105/ERR3855105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3855105/ERR3855105_2.fastq.gz	1450463;2083448	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855105/NICU_374_35_bac16SV3V4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3855105/NICU_374_35_bac16SV3V4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/005/ERR3855105	
PRJEB36435	SAMEA6509693	ERX3866697	ERR3854619	408170	human gut metagenome	83414	19797494	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/009/ERR3854619/ERR3854619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/009/ERR3854619/ERR3854619_2.fastq.gz	3218780;1447150	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854619/NICU_313_42_ITS1_ITS1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854619/NICU_313_42_ITS1_ITS1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/009/ERR3854619	
PRJEB36435	SAMEA6509221	ERX3866226	ERR3854148	408170	human gut metagenome	24963	7488417	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3854148/ERR3854148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3854148/ERR3854148_2.fastq.gz	1222624;535274	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854148/NICU_311_12re_arch16S_arch16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3854148/NICU_311_12re_arch16S_arch16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/008/ERR3854148	
